Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date
DB5C7A38682220A648B9DA7964B252D846B03084_1647243589,03/14/2022 07:39:49 AM +0000,Crash Urgent,"(30.220212,-97.70708)",30.220212,-97.70708,2500 Montopolis Dr,ARCHIVED,03/14/2022 08:00:03 AM +0000
3429E6FF2453B636C76961E066DA7C3CFA5BB260_1647242723,03/14/2022 07:25:23 AM +0000,COLLISION WITH INJURY,"(30.249375,-97.606178)",30.249375,-97.606178,0 S SH 130 NB TO FM 969 RD RAMP,ARCHIVED,03/14/2022 08:30:04 AM +0000
7EFCFF1109F39E9E6E7DE0CCA5E32B3ED88FCDC9_1647245848,03/14/2022 08:17:28 AM +0000,Crash Urgent,"(30.314745,-97.720788)",30.314745,-97.720788,5105 AVENUE H,ARCHIVED,03/14/2022 11:40:03 AM +0000
4A1432C03DFFE532268819E1F8AB3083818ACE50_1647258920,03/14/2022 11:55:20 AM +0000,Crash Service,"(30.391289,-97.829776)",30.391289,-97.829776,8822-9815 Fm 2222 Rd,ARCHIVED,03/14/2022 12:30:04 PM +0000
80D5B2A867B21E37CD472071370518DF40FA4F01_1647256894,03/14/2022 11:21:34 AM +0000,COLLISION,"(30.157092,-97.71545)",30.157092,-97.71545,7900 E WILLIAM CANNON DR,ARCHIVED,03/14/2022 01:00:03 PM +0000
ADD97DAEFA483805F4A52716BA886AC2D97841B3_1647257128,03/14/2022 11:25:28 AM +0000,COLLISION,"(30.257824,-97.612754)",30.257824,-97.612754,11400 FM 969 RD,ARCHIVED,03/14/2022 01:15:03 PM +0000
C94C3FF3186FA0560180BA638775323FC4895576_1647259405,03/14/2022 12:03:25 PM +0000,Crash Urgent,"(30.394577,-97.653228)",30.394577,-97.653228,1100-1309 Pearl Retreat Ln,ARCHIVED,03/14/2022 01:30:04 PM +0000
789BA1DFC0C3EDD84FE9E1371A0A97B514A5EFE6_1647263646,03/14/2022 01:14:06 PM +0000,COLLISION,"(30.263045,-97.608017)",30.263045,-97.608017,4600-6409 N Fm 973 Rd,ARCHIVED,03/14/2022 01:35:03 PM +0000
7B29CAD78DEA41563D78F9A1256DD06B251D809B_1647263524,03/14/2022 01:12:04 PM +0000,Crash Urgent,"(30.440442,-97.698801)",30.440442,-97.698801,N Mopac Expy Svrd Sb & W Howard Ln,ARCHIVED,03/14/2022 01:50:02 PM +0000
F036D211DB09AD5A6BAD7E6BF7EDF80C7C1B9511_1647264611,03/14/2022 01:30:11 PM +0000,COLLISION,"(30.444391,-97.709916)",30.444391,-97.709916,4600 W HOWARD LN,ARCHIVED,03/14/2022 01:55:03 PM +0000
FA59FADCBF0CEF35D5DFDA0B2B7308474E16F44E_1647263834,03/14/2022 01:17:14 PM +0000,COLLISION WITH INJURY,"(30.251185,-97.595808)",30.251185,-97.595808,4600 Gilbert Rd,ARCHIVED,03/14/2022 02:25:03 PM +0000
937E42740E2AF2C49128A1E6DFA59A3EFC9149CE_1647263877,03/14/2022 01:17:57 PM +0000,Crash Urgent,"(30.325943,-97.726336)",30.325943,-97.726336,W Koenig Ln & N Lamar Blvd,ARCHIVED,03/14/2022 02:25:03 PM +0000
30C7F38CFAC4993FB952CB0919DC36471D0B1F6F_1647262487,03/14/2022 12:54:47 PM +0000,Crash Service,"(30.226995,-97.726668)",30.226995,-97.726668,2510-2519 E Oltorf St,ARCHIVED,03/14/2022 02:40:04 PM +0000
C92F34C01E24476CD2D063505C71FA32574481B1_1647269153,03/14/2022 02:45:53 PM +0000,Crash Urgent,"(30.260594,-97.793314)",30.260594,-97.793314,1700 S MOPAC EXPY NB,ARCHIVED,03/14/2022 04:10:03 PM +0000
77DA394B0E2560ECA0E20487E7441C5BFB5770BC_1647264092,03/14/2022 01:21:32 PM +0000,Crash Urgent,"(30.227028,-97.790157)",30.227028,-97.790157,Menchaca Rd & Cimarron Trl,ARCHIVED,03/14/2022 02:50:04 PM +0000
1AD6ED936CCF88EEDCFFBB7AC382AA5A4FE342AE_1647268062,03/14/2022 02:27:42 PM +0000,COLLISN/ LVNG SCN,"(30.373414,-97.884244)",30.373414,-97.884244,12100 Portobella Dr,ARCHIVED,03/14/2022 02:50:04 PM +0000
D9D1492C96AD97F85C42C0A1B99E8CD57E8DCE2E_1647269577,03/14/2022 02:52:57 PM +0000,Crash Urgent,"(30.323625,-97.773092)",30.323625,-97.773092,3402 Mount Bonnell Cir,ARCHIVED,03/14/2022 03:40:03 PM +0000
CBF66D9068A45E5BAB15D71763BE5BFF61B52C19_1647271989,03/14/2022 03:33:09 PM +0000,Crash Service,"(30.352448,-97.795281)",30.352448,-97.795281,N CAPITAL OF TEXAS HWY SB & COURTYARD DR,ARCHIVED,03/14/2022 04:05:03 PM +0000
5275AA6E7680CE5BA67569B23119BDA775D6C41F_1647274979,03/14/2022 04:22:59 PM +0000,COLLISION WITH INJURY,"(30.121049,-97.715195)",30.121049,-97.715195,9900-10409 FM 1625 RD,ARCHIVED,03/14/2022 05:20:04 PM +0000
1D3309AE08FFC29BCA69577541E57D3D5AB66341_1647272931,03/14/2022 03:48:51 PM +0000,COLLISION,"(30.490253,-97.924734)",30.490253,-97.924734,Deer Canyon Rd & Fm 1431 Rd,ARCHIVED,03/14/2022 04:40:03 PM +0000
EAE18E90C55AFEFAE7F95DF6164CF084AC2FBC54_1647269627,03/14/2022 02:53:47 PM +0000,Crash Urgent,"(30.233867,-97.864836)",30.233867,-97.864836,6301-6333 W William Cannon Dr,ARCHIVED,03/14/2022 05:00:04 PM +0000
7DFF5635BAC02F55BBF2B802C7C72FBB229B548B_1647271047,03/14/2022 03:17:27 PM +0000,Crash Urgent,"(30.295384,-97.719233)",30.295384,-97.719233,3800 N Ih 35 Nb,ARCHIVED,03/14/2022 05:10:04 PM +0000
853CA591062E389DDA69B6AC891849AA312DAB40_1647279902,03/14/2022 05:45:02 PM +0000,Crash Urgent,"(30.476823,-97.807409)",30.476823,-97.807409,2800-2850 S Lakeline Blvd,ARCHIVED,03/14/2022 06:05:03 PM +0000
035D4223E2FE7A08D1E249A6A5090950D1FDC4E1_1647278247,03/14/2022 05:17:27 PM +0000,Crash Service,"(30.230615,-97.879167)",30.230615,-97.879167,7000 Convict Hill Rd,ARCHIVED,03/14/2022 06:35:03 PM +0000
5A6F06DB0BD8A8C95C41E825DF3DE1588C7569ED_1647282020,03/14/2022 06:20:20 PM +0000,Crash Urgent,"(30.274693,-97.771211)",30.274693,-97.771211,200 N Mopac Expy Sb,ARCHIVED,03/14/2022 06:40:04 PM +0000
D34531F611D60FFDC05468DF2EE6050B2F736741_1647280764,03/14/2022 05:59:24 PM +0000,Crash Urgent,"(30.213794,-97.830349)",30.213794,-97.830349,BRODIE LN & W WILLIAM CANNON DR,ARCHIVED,03/14/2022 06:50:04 PM +0000
92351C1043DD9CA754A18B952870682056B0C783_1647282595,03/14/2022 06:29:55 PM +0000,Crash Urgent,"(30.235014,-97.825753)",30.235014,-97.825753,5200-5220 S Mopac Expy Svrd Sb,ARCHIVED,03/14/2022 06:50:04 PM +0000
06072EB4F0454CBD924930E1FD2F06787E77D416_1647279075,03/14/2022 05:31:15 PM +0000,Crash Service,"(30.392347,-97.725626)",30.392347,-97.725626,W Braker Ln & Burnet Rd,ARCHIVED,03/14/2022 07:05:04 PM +0000
4B082257F17BD96CDFD43328E8BF24C9638F3A17_1647281116,03/14/2022 06:05:16 PM +0000,COLLISION,"(30.122954,-97.628577)",30.122954,-97.628577,8900-blk Elroy Rd,ARCHIVED,03/14/2022 07:10:03 PM +0000
16E17C45C724580956A7BC61318DF498668D2508_1647280480,03/14/2022 05:54:40 PM +0000,Crash Urgent,"(30.312301,-97.688185)",30.312301,-97.688185,Gaston Place Dr & Wellington Dr,ARCHIVED,03/14/2022 07:20:04 PM +0000
8C99E890FB1DC905B1E23FC12A520D0B6178F51A_1647280147,03/14/2022 05:49:07 PM +0000,Crash Urgent,"(30.368671,-97.773228)",30.368671,-97.773228,4707 Greystone Dr,ARCHIVED,03/14/2022 07:20:04 PM +0000
08E13D6D910F8F4B334B0C59104105E88B52CDB5_1647280413,03/14/2022 05:53:33 PM +0000,Crash Urgent,"(30.264657,-97.727993)",30.264657,-97.727993,E 7TH ST & NAVASOTA ST,ARCHIVED,03/14/2022 07:20:04 PM +0000
41048BC3417903D2A6B8E3FE2F13D267E25AE256_1647278116,03/14/2022 05:15:16 PM +0000,Crash Urgent,"(30.414338,-97.663369)",30.414338,-97.663369,13400 Mc Callen Pass,ARCHIVED,03/14/2022 07:50:04 PM +0000
BC50A6ED0F0272903A1AC5DC2349AA1E49DFB5FC_1647281636,03/14/2022 06:13:56 PM +0000,Crash Service,"(30.276794,-97.637274)",30.276794,-97.637274,Decker Ln & Fm 969 Rd,ARCHIVED,03/14/2022 08:00:02 PM +0000
FD85A4EE56F46CD4D324CE6951E61570FEB53012_1647284496,03/14/2022 07:01:36 PM +0000,Crash Urgent,"(30.190674,-97.770881)",30.190674,-97.770881,S Ih 35 Svrd Sb & E William Cannon Dr,ARCHIVED,03/14/2022 08:00:02 PM +0000
4631E1EB7147851F2AEB66DBC5205A3882CD4C17_1647285483,03/14/2022 07:18:03 PM +0000,Crash Service,"(30.353727,-97.705136)",30.353727,-97.705136,8532 N Lamar Blvd,ARCHIVED,03/14/2022 10:10:03 PM +0000
02161A52F79B14CA0632CEFCB8CD025C2DE5ED0C_1647287723,03/14/2022 07:55:23 PM +0000,COLLISION,"(30.455919,-97.659926)",30.455919,-97.659926,1620-BLK GRAND AVENUE PKWY,ARCHIVED,03/14/2022 08:40:04 PM +0000
218CEC711F1757FE04A78ACFC8CCE94630BAA52E_1647288103,03/14/2022 08:01:43 PM +0000,Crash Service,"(30.367132,-97.740214)",30.367132,-97.740214,3224-3450 STECK AVE,ARCHIVED,03/14/2022 08:40:04 PM +0000
08BC846FFF3A96EB1D36D184F604497CFF2F3727_1647277092,03/14/2022 04:58:12 PM +0000,Crash Service,"(30.182258,-97.775895)",30.182258,-97.775895,7300 S Ih 35 Nb,ARCHIVED,03/14/2022 08:50:03 PM +0000
2F2D523C34AC34442D518810A10F44FED3AB95CA_1647289406,03/14/2022 08:23:26 PM +0000,Crash Service,"(30.247844,-97.734859)",30.247844,-97.734859,S Ih 35 Svrd Nb & E Riverside Dr,ARCHIVED,03/14/2022 09:00:02 PM +0000
D7867C566194886B34803A90562061F98F5B864B_1647289014,03/14/2022 08:16:54 PM +0000,Crash Urgent,"(30.396441,-97.732665)",30.396441,-97.732665,10700 N Mopac Expy Sb,ARCHIVED,03/14/2022 09:05:03 PM +0000
B37376966AC6D8C371B3A1D74862360FE5710E1C_1647289141,03/14/2022 08:19:01 PM +0000,Crash Urgent,"(30.367839,-97.741679)",30.367839,-97.741679,3451-3454 Steck Ave,ARCHIVED,03/14/2022 09:10:03 PM +0000
9638A01A04D42299718C6309475126CF6E62A459_1647290205,03/14/2022 08:36:45 PM +0000,Crash Urgent,"(30.244959,-97.735037)",30.244959,-97.735037,1400 S Ih 35 Sb,ARCHIVED,03/14/2022 09:20:04 PM +0000
879FB411C4F5FAA03C9128362319974676D99651_1647286659,03/14/2022 07:37:39 PM +0000,Crash Urgent,"(30.244114,-97.78142)",30.244114,-97.78142,2800-2831 Menchaca Rd,ARCHIVED,03/14/2022 09:35:03 PM +0000
2192F9498F37E8D5F2BBA41585B5C7ED4D0DB457_1647289392,03/14/2022 08:23:12 PM +0000,COLLISION,"(30.499266,-97.580877)",30.499266,-97.580877,21125-21321 N Sh 130 Svrd Nb,ARCHIVED,03/14/2022 10:00:03 PM +0000
3CFC55B34E891B01039A034BD40231D1AF0C4114_1647295073,03/14/2022 09:57:53 PM +0000,Crash Service,"(30.428884,-97.75946)",30.428884,-97.75946,Research Blvd Svrd Sb & Oak Knoll Dr,ARCHIVED,03/14/2022 10:10:03 PM +0000
A5B1D7E217AA227D5B2B8A84920780CF637960E2_1647295611,03/14/2022 10:06:51 PM +0000,Crash Urgent,"(30.265535,-97.737484)",30.265535,-97.737484,E 5th St & Red River St,ARCHIVED,03/14/2022 10:25:04 PM +0000
EE8593B3AF2B2A4FB2CA630BCE6BE677E6585F5C_1647294141,03/14/2022 09:42:21 PM +0000,Crash Urgent,"(30.429444,-97.695334)",30.429444,-97.695334,Scofield Ridge Pkwy & Winwick Way,ARCHIVED,03/14/2022 10:35:03 PM +0000
4758520F4C2D237EA28E5E67F237DE4D96276C85_1647293659,03/14/2022 09:34:19 PM +0000,Crash Urgent,"(30.196772,-97.80941)",30.196772,-97.80941,7415 MENCHACA RD,ARCHIVED,03/15/2022 03:10:04 AM +0000
270EBCCA3BA16D800F173FE553E41E1A282156AB_1647297194,03/14/2022 10:33:14 PM +0000,COLLISION,"(30.127203,-97.801749)",30.127203,-97.801749,12000 S Ih 35 Svrd Sb,ARCHIVED,03/14/2022 11:10:04 PM +0000
27B37CBCD1DA7B04F8F78C990FE964C5804E0506_1647298661,03/14/2022 10:57:41 PM +0000,Crash Urgent,"(30.217756,-97.683225)",30.217756,-97.683225,1900-2011 S Us 183 Hwy Nb,ARCHIVED,03/14/2022 11:20:05 PM +0000
A7095041184FCA321A7B69AFA0B28972142BC486_1647302317,03/14/2022 11:58:37 PM +0000,COLLISION,"(30.289407,-97.625531)",30.289407,-97.625531,8700-blk Decker Lake Rd,ARCHIVED,03/15/2022 12:10:03 AM +0000
4DF48752D2757D1C2963B6E7B85B23B714D6D9D7_1647299081,03/14/2022 11:04:41 PM +0000,COLLISION,"(30.28884,-97.624759)",30.28884,-97.624759,8700-9199 Decker Lake Rd,ARCHIVED,03/15/2022 12:20:04 AM +0000
08035191DD04AF9D68F7F8A779CAE1181F1937A1_1647299871,03/14/2022 11:17:51 PM +0000,COLLISION WITH INJURY,"(30.221991,-97.955914)",30.221991,-97.955914,Fitzhugh Rd & W Us 290 Hwy,ARCHIVED,03/15/2022 12:25:03 AM +0000
99E8211A93F176BB670C12FB301CEBB68B0F01FA_1647302709,03/15/2022 12:05:09 AM +0000,COLLISN/ LVNG SCN,"(30.123345,-97.806697)",30.123345,-97.806697,1200 Estancia Pkwy,ARCHIVED,03/15/2022 12:30:04 AM +0000
8C99E890FB1DC905B1E23FC12A520D0B6178F51A_1647299464,03/14/2022 11:11:04 PM +0000,COLLISN/ LVNG SCN,"(30.473504,-97.544732)",30.473504,-97.544732,20724 KANGAL CT,ARCHIVED,03/15/2022 01:00:03 AM +0000
E6602176F26DD0C5FB721FDED265EC8570F686E7_1647305216,03/15/2022 12:46:56 AM +0000,Crash Urgent,"(30.264028,-97.735715)",30.264028,-97.735715,721 E 4th St,ARCHIVED,03/15/2022 01:10:03 AM +0000
A6571BB4231C92B5AF46954A0950FDEEFF69F384_1647304747,03/15/2022 12:39:07 AM +0000,COLLISN/ LVNG SCN,"(30.251457,-97.595643)",30.251457,-97.595643,13200-13811 FM 969 RD,ARCHIVED,03/15/2022 01:40:04 AM +0000
6DF29A0769E84AF53CC4F71A6017FCF41AD0148D_1647306031,03/15/2022 01:00:31 AM +0000,Crash Service,"(30.473439,-97.797947)",30.473439,-97.797947,10930 Lakeline Mall Dr,ARCHIVED,03/15/2022 01:40:04 AM +0000
5BAA8B3D74852E1D6709F6068FBDD07FE1B73C2B_1647311010,03/15/2022 02:23:30 AM +0000,COLLISION,"(30.247892,-97.58459)",30.247892,-97.58459,14300 Fm 969 Rd,ARCHIVED,03/15/2022 03:00:04 AM +0000
EE79CFC6DDF6B115A67C91FA940471B9FE90429B_1647311520,03/15/2022 02:32:00 AM +0000,COLLISN/ LVNG SCN,"(30.095785,-97.746492)",30.095785,-97.746492,4010 Fm 1327 Rd,ARCHIVED,03/15/2022 02:55:03 AM +0000
8A86DDED0BD3C411655008D1F7320E103B30B513_1647307566,03/15/2022 01:26:06 AM +0000,COLLISION,"(30.380437,-97.53877)",30.380437,-97.53877,10708-11131 Gregg Ln,ARCHIVED,03/15/2022 03:05:03 AM +0000
E3B16A64D7DF0C49D0CB1325FCEDFE64B216D786_1647311068,03/15/2022 02:24:28 AM +0000,COLLISN/ LVNG SCN,"(30.360396,-97.951872)",30.360396,-97.951872,411 S Meadowlark St,ARCHIVED,03/15/2022 03:05:03 AM +0000
FBCE66F99C809283638F344ECB3D50674EA64189_1647312651,03/15/2022 02:50:51 AM +0000,Crash Service,"(30.307529,-97.669611)",30.307529,-97.669611,6409 Springdale Rd,ARCHIVED,03/15/2022 03:30:03 AM +0000
2B8C5C3D26A90DD3AE49B5001F6C2D3139BB6FC8_1647309996,03/15/2022 02:06:36 AM +0000,Crash Urgent,"(30.289891,-97.628834)",30.289891,-97.628834,6506 Decker Ln,ARCHIVED,03/15/2022 04:20:04 AM +0000
6DD367BB38AB6306C4913A15392FD8131FBCA403_1647307392,03/15/2022 01:23:12 AM +0000,Crash Urgent,"(30.228888,-97.758679)",30.228888,-97.758679,WOODLEIGH ST & WOODWARD ST,ARCHIVED,03/15/2022 04:35:03 AM +0000
258635DEFA94EC462FBE0C1AF91C7B59BEF1D1E4_1647316758,03/15/2022 03:59:18 AM +0000,COLLISION WITH INJURY,"(30.387457,-97.906281)",30.387457,-97.906281,13700-13919 Low Water Crossing Rd,ARCHIVED,03/15/2022 05:20:04 AM +0000
772BABC351A932969C32AD4494B705528C486A7D_1647327517,03/15/2022 06:58:37 AM +0000,COLLISION WITH INJURY,"(30.134614,-97.853066)",30.134614,-97.853066,W FM 1626 RD & BLISS SPILLAR RD,ARCHIVED,03/15/2022 07:25:04 AM +0000
E1E8A78276D7339EEC5C83579BD7BE094C9B295D_1647333427,03/15/2022 08:37:07 AM +0000,COLLISION,"(30.107405,-97.652518)",30.107405,-97.652518,9616-10449 Burklund Farms Rd,ARCHIVED,03/15/2022 09:05:04 AM +0000
C718AA30A6FF882B7087CE4F1567E335EA77186E_1647318295,03/15/2022 04:24:55 AM +0000,Crash Urgent,"(30.234103,-97.722846)",30.234103,-97.722846,E Riverside Dr & S Pleasant Valley Rd,ARCHIVED,03/15/2022 10:35:04 AM +0000
EB131BC0D99B318156189F73024CE1CB29727F72_1647345119,03/15/2022 11:51:59 AM +0000,COLLISION,"(30.152176,-97.696424)",30.152176,-97.696424,7400-7415 S Us 183 Hwy,ARCHIVED,03/15/2022 12:05:03 PM +0000
C51924F09B7A115683511FD1FC4A3F9F058103C3_1647345241,03/15/2022 11:54:01 AM +0000,COLLISION,"(30.227517,-97.611229)",30.227517,-97.611229,13101 Tesla Rd,ARCHIVED,03/15/2022 12:35:03 PM +0000
BC7D28A99C80767AE5DD0EB7EF058F68D053FB60_1647344973,03/15/2022 11:49:33 AM +0000,COLLISION WITH INJURY,"(30.453754,-97.47028)",30.453754,-97.47028,19600-19731 N FM 973 RD,ARCHIVED,03/15/2022 01:25:03 PM +0000
39CACD2E0A5452368CB72F0A56F73C9D1F846043_1647349205,03/15/2022 01:00:05 PM +0000,Crash Urgent,"(30.432199,-97.700437)",30.432199,-97.700437,12620-12716 N Mopac Expy Sb,ARCHIVED,03/15/2022 02:35:03 PM +0000
DC0CC2A90246E4EB2B2F873298C5E6D4C9233C74_1647348394,03/15/2022 12:46:34 PM +0000,Crash Urgent,"(30.447047,-97.810463)",30.447047,-97.810463,10600-10616 Anderson Mill Rd,ARCHIVED,03/15/2022 01:25:03 PM +0000
1F4858CC01572ABC64F51BF83C5F2A99B1CD82C6_1647347249,03/15/2022 12:27:29 PM +0000,Crash Service,"(30.220925,-97.673999)",30.220925,-97.673999,1600-1826 E Sh 71 Eb,ARCHIVED,03/15/2022 01:35:04 PM +0000
83DF4360232F4B1CC609EDB0620E15005085786D_1647346072,03/15/2022 12:07:52 PM +0000,COLLISION,"(30.223448,-97.953022)",30.223448,-97.953022,Circle Dr & Spring Valley Rd,ARCHIVED,03/15/2022 01:55:03 PM +0000
C74915C0DD4057770BB5B5E0B2330CE8337BCD32_1647350830,03/15/2022 01:27:10 PM +0000,Crash Urgent,"(30.200017,-97.807435)",30.200017,-97.807435,Menchaca Rd & Matthews Ln,ARCHIVED,03/15/2022 01:55:03 PM +0000
F4F9DD8C2988666B84167D2D7E58D654A53560A1_1647351147,03/15/2022 01:32:27 PM +0000,COLLISION,"(30.456912,-97.667155)",30.456912,-97.667155,15900 N Ih 35 Svrd Sb,ARCHIVED,03/15/2022 02:10:03 PM +0000
8CBC3E572CC892F03DC08C8EE359C71AAB846DB6_1647351795,03/15/2022 01:43:15 PM +0000,Crash Urgent,"(30.3458,-97.67685)",30.3458,-97.67685,Pleasant Ln & Ferguson Ln,ARCHIVED,03/15/2022 02:50:04 PM +0000
C03683BF915B1D9B9B2949494BFDA59AC1C5F7A2_1647355182,03/15/2022 02:39:42 PM +0000,Crash Service,"(30.447854,-97.79073)",30.447854,-97.79073,13450 N US 183 HWY SVRD SB,ARCHIVED,03/15/2022 03:15:03 PM +0000
E188F8E43AD281AB31CD9097CAD0BA37487C2899_1647350656,03/15/2022 01:24:16 PM +0000,Crash Urgent,"(30.200017,-97.807435)",30.200017,-97.807435,Matthews Ln & Menchaca Rd,ARCHIVED,03/15/2022 03:20:04 PM +0000
D45A61D1E1A7032E2B2B123B1A39A1E86091C07F_1647354603,03/15/2022 02:30:03 PM +0000,Crash Service,"(30.233374,-97.794309)",30.233374,-97.794309,2416-2442 W Ben White Blvd Svrd Wb,ARCHIVED,03/15/2022 03:25:03 PM +0000
A2DAE302A48D5CBE257B8DB4C150CF14C602A71B_1647357635,03/15/2022 03:20:35 PM +0000,Crash Urgent,"(30.242094,-97.689493)",30.242094,-97.689493,0 Bastrop Hwy At Montopolis Trn,ARCHIVED,03/15/2022 04:05:03 PM +0000
6B20382196FB454E9FD06A33E60142902A2F0706_1647358415,03/15/2022 03:33:35 PM +0000,COLLISION,"(30.197084,-97.692657)",30.197084,-97.692657,3800-blk Mc Kinney Falls Pkwy,ARCHIVED,03/15/2022 05:20:05 PM +0000
0419AA9EEA9D9BE6D70580D8F6C852622FCC00E5_1647354307,03/15/2022 02:25:07 PM +0000,Crash Urgent,"(30.257594,-97.739237)",30.257594,-97.739237,51 Rainey St,ARCHIVED,03/15/2022 04:25:04 PM +0000
9C3D9746E3DEF4E72391716B528F6F3F28368E16_1647359590,03/15/2022 03:53:10 PM +0000,Crash Service,"(30.274218,-97.800615)",30.274218,-97.800615,1000-1016 Walsh Tarlton Ln,ARCHIVED,03/15/2022 05:20:05 PM +0000
226E8783740869EA2C293750EC704DBCBD281B71_1647364295,03/15/2022 05:11:35 PM +0000,Crash Urgent,"(30.198873,-97.76433)",30.198873,-97.76433,5716 S Ih 35 Svrd Sb,ARCHIVED,03/15/2022 06:10:04 PM +0000
A7D42994083C2352E0EEC3EC00AA9B3B3DB00CA6_1647366223,03/15/2022 05:43:43 PM +0000,COLLISN/ LVNG SCN,"(30.434089,-97.676894)",30.434089,-97.676894,14100 Thermal Dr,ARCHIVED,03/15/2022 06:10:04 PM +0000
F7582E683F6EE18F9F96A0AD2E2B538657F8F284_1647365767,03/15/2022 05:36:07 PM +0000,Crash Urgent,"(30.307801,-97.751601)",30.307801,-97.751601,3500 JEFFERSON ST,ARCHIVED,03/15/2022 06:15:02 PM +0000
C74915C0DD4057770BB5B5E0B2330CE8337BCD32_1647365117,03/15/2022 05:25:17 PM +0000,COLLISION,"(30.297183,-97.854754)",30.297183,-97.854754,1109-1330 Barton Creek Blvd,ARCHIVED,03/15/2022 06:30:03 PM +0000
B72E6BE63DEE66CEBD0F5FB235345C337F48B4EF_1647367175,03/15/2022 05:59:35 PM +0000,COLLISION,"(30.323069,-97.630047)",30.323069,-97.630047,Johnny Morris Rd & Daffan Ln,ARCHIVED,03/15/2022 06:35:04 PM +0000
06072EB4F0454CBD924930E1FD2F06787E77D416_1647366340,03/15/2022 05:45:40 PM +0000,Crash Urgent,"(30.320855,-97.691258)",30.320855,-97.691258,6715 E Us 290 Hwy Svrd Eb,ARCHIVED,03/15/2022 06:45:04 PM +0000
69F2D00A2F210DDCB106C399671CF92C4F2A154A_1647369940,03/15/2022 06:45:40 PM +0000,Crash Urgent,"(30.381932,-97.686374)",30.381932,-97.686374,W BRAKER LN & N LAMAR BLVD,ARCHIVED,03/15/2022 08:10:04 PM +0000
4339125B4702B7F6690B7ED9D765AA304F3B692D_1647369107,03/15/2022 06:31:47 PM +0000,Crash Urgent,"(30.306996,-97.724596)",30.306996,-97.724596,E 45TH ST & DUVAL ST,ARCHIVED,03/15/2022 07:00:04 PM +0000
86C13B98063F4A1489084FA4188FADDEAAD2162B_1647367844,03/15/2022 06:10:44 PM +0000,Crash Urgent,"(30.268093,-97.746633)",30.268093,-97.746633,W 5th St & Guadalupe St,ARCHIVED,03/15/2022 08:30:04 PM +0000
76649921C3D3910320E24E39569D4F3776760A55_1647369831,03/15/2022 06:43:51 PM +0000,Crash Service,"(30.400287,-97.742467)",30.400287,-97.742467,Seton Center Pkwy & W Braker Ln,ARCHIVED,03/15/2022 07:55:03 PM +0000
2192F9498F37E8D5F2BBA41585B5C7ED4D0DB457_1647360095,03/15/2022 04:01:35 PM +0000,Crash Service,"(30.136305,-97.81994)",30.136305,-97.81994,504 Leanna Oaks Loop,ARCHIVED,03/15/2022 08:50:03 PM +0000
5F5898E4726001663BA5A126B313B03B1AED3F07_1647374739,03/15/2022 08:05:39 PM +0000,COLLISION,"(30.394344,-97.869123)",30.394344,-97.869123,5900-blk N Fm 620 Rd,ARCHIVED,03/15/2022 08:50:03 PM +0000
16A39286EB1BC47CBCC280AE068124E5A9661ABC_1647367261,03/15/2022 06:01:01 PM +0000,Crash Service,"(30.359771,-97.781921)",30.359771,-97.781921,4900-4907 BACKTRAIL DR,ARCHIVED,03/15/2022 08:55:03 PM +0000
2342784388AF00A5306FE131A3E3F9AE91BCCC0F_1647376545,03/15/2022 08:35:45 PM +0000,Crash Urgent,"(30.268903,-97.777543)",30.268903,-97.777543,S Mopac Expy Svrd Sb & Rollingwood Dr,ARCHIVED,03/15/2022 09:10:04 PM +0000
59BDEA78838432A6CD99117A73AFADD77C66410F_1647373393,03/15/2022 07:43:13 PM +0000,Crash Service,"(30.267771,-97.73445)",30.267771,-97.73445,715 E 8th St,ARCHIVED,03/15/2022 09:20:04 PM +0000
0F4ACCAC41206A76CA221881817C62559CEE4F00_1647376315,03/15/2022 08:31:55 PM +0000,Crash Urgent,"(30.254511,-97.86562)",30.254511,-97.86562,Southwest Pkwy & Tecoma Cir,ARCHIVED,03/15/2022 09:30:04 PM +0000
7ABCEEFDCAA05A571408540BD4862CD2F3AAD7A5_1647380432,03/15/2022 09:40:32 PM +0000,Crash Urgent,"(30.207196,-97.8154)",30.207196,-97.8154,W William Cannon Dr & West Gate Blvd,ARCHIVED,03/15/2022 10:00:04 PM +0000
8C99E890FB1DC905B1E23FC12A520D0B6178F51A_1647367031,03/15/2022 05:57:11 PM +0000,Crash Service,"(30.287927,-97.724298)",30.287927,-97.724298,3000 N Ih 35 Svrd Sb,ARCHIVED,03/15/2022 10:25:04 PM +0000
E3A2C467C517285946C072A9335995BD36B410F0_1647374171,03/15/2022 07:56:11 PM +0000,Crash Urgent,"(30.398969,-97.739269)",30.398969,-97.739269,STONELAKE BLVD & W BRAKER LN,ARCHIVED,03/15/2022 10:35:03 PM +0000
6AB66055D326873C5452EBF1DBCB3FFB0A9465BB_1647378582,03/15/2022 09:09:42 PM +0000,Crash Urgent,"(30.37355,-97.663598)",30.37355,-97.663598,Dessau Rd & April Dr,ARCHIVED,03/15/2022 11:30:02 PM +0000
3080EDC43095A62CA115FB1E030B1C71D54F59F1_1647376909,03/15/2022 08:41:49 PM +0000,COLLISION WITH INJURY,"(30.253976,-97.605021)",30.253976,-97.605021,11600-12225 Fm 969 Rd,ARCHIVED,03/15/2022 09:55:03 PM +0000
